# 2.5R

2 24 [128,0,146] 5 4 [141,113,145] 7 16 [244,130,253]
3 2 [84,66,87] 5 6 [148,108,154] 7 18 [252,121,255]
3 4 [91,62,96] 5 8 [156,103,163] 8 2 [211,195,215]
3 6 [98,57,104] 5 10 [163,98,171] 8 4 [221,191,225]
3 8 [105,50,113] 5 12 [170,91,180] 8 6 [229,187,234]
3 10 [111,43,121] 5 14 [178,84,188] 8 8 [240,181,245]
3 12 [118,32,129] 5 16 [185,76,196] 8 10 [249,175,255]
3 14 [125,14,137] 5 18 [192,66,204] 8 12 [255,169,255]
3 16 [131,0,144] 5 20 [199,53,213] 9 2 [238,222,243]
3 18 [137,0,152] 5 22 [207,30,222] 9 4 [250,217,254]
3 20 [143,0,158] 5 24 [213,0,229] 9 6 [255,212,255]
3 22 [149,0,166] 5 26 [220,0,238]

# 10.0P

1 2 [40,23,41] 4 2 [110,91,109] 6 8 [190,127,181]
1 4 [46,18,47] 4 4 [119,86,116] 6 10 [200,121,188]
1 6 [52,10,54] 4 6 [128,80,123] 6 12 [208,114,195]
1 8 [57,0,60] 4 8 [136,74,130] 6 14 [218,106,202]
1 10 [63,0,66] 4 10 [144,68,136] 6 16 [227,97,209]
1 12 [68,0,72] 4 12 [152,59,143] 6 18 [235,88,216]
1 14 [75,0,79] 4 14 [160,48,150] 6 20 [244,73,224]
1 16 [80,0,85] 4 16 [167,34,156] 6 22 [253,55,232]
1 18 [85,0,91] 4 18 [176,0,164] 6 24 [255,24,239]
2 2 [61,44,61] 4 20 [185,0,172] 6 26 [255,0,247]
2 4 [68,39,67] 4 22 [191,0,178] 7 2 [187,168,187]
2 6 [75,34,74] 4 24 [198,0,184] 7 4 [197,164,193]
2 8 [82,25,81] 4 26 [206,0,192] 7 6 [208,159,200]
2 10 [89,12,88] 4 28 [213,0,198] 7 8 [219,153,208]
2 12 [96,0,95] 4 30 [223,0,208] 7 10 [229,147,215]
2 14 [103,0,102] 5 2 [134,117,134] 7 12 [238,140,222]
2 16 [109,0,109] 5 4 [144,112,141] 7 14 [247,133,230]
2 18 [116,0,116] 5 6 [154,106,148] 7 16 [255,123,238]
2 20 [122,0,122] 5 8 [164,100,155] 7 18 [255,113,246]
2 22 [129,0,130] 5 10 [172,94,162] 7 20 [255,101,253]
3 2 [86,66,85] 5 12 [181,87,169] 7 22 [255,85,255]
3 4 [95,61,92] 5 14 [189,78,176] 8 2 [212,195,213]
3 6 [102,55,99] 5 16 [197,68,182] 8 4 [224,190,220]
3 8 [111,47,107] 5 18 [205,55,189] 8 6 [236,185,228]
3 10 [118,38,114] 5 20 [214,34,196] 8 8 [248,178,236]
3 12 [126,23,121] 5 22 [221,0,203] 8 10 [255,172,244]
3 14 [133,0,128] 5 24 [229,0,210] 8 12 [255,165,252]
3 16 [140,0,134] 5 26 [238,0,217] 8 14 [255,156,255]
3 18 [147,0,142] 5 28 [246,0,224] 9 2 [240,222,241]
3 20 [154,0,148] 5 30 [254,0,232] 9 4 [254,216,249]
3 22 [161,0,154] 6 2 [161,142,160] 9 6 [255,210,255]
3 24 [168,0,162] 6 4 [170,138,167]
3 26 [175,0,168] 6 6 [181,132,174]

# 2.5RP

1 2 [41,22,39] 4 2 [112,90,106] 6 8 [197,125,172]
1 4 [48,17,45] 4 4 [123,85,111] 6 10 [207,119,176]
1 6 [54,9,51] 4 6 [133,79,116] 6 12 [218,111,181]
1 8 [60,0,57] 4 8 [143,72,121] 6 14 [228,101,186]
1 10 [66,0,62] 4 10 [152,64,126] 6 16 [239,91,192]
1 12 [72,0,68] 4 12 [161,54,131] 6 18 [248,79,197]
1 14 [78,0,74] 4 14 [169,40,136] 6 20 [255,60,202]
1 16 [84,0,80] 4 16 [178,18,141] 6 22 [255,38,207]
2 2 [63,43,58] 4 18 [187,0,147] 6 24 [255,0,213]
2 4 [71,38,63] 4 20 [197,0,153] 7 2 [188,168,185]
2 6 [78,32,68] 4 22 [204,0,157] 7 4 [201,163,189]
2 8 [87,22,74] 4 24 [212,0,163] 7 6 [214,157,194]
2 10 [95,4,80] 4 26 [220,0,167] 7 8 [226,151,198]
2 12 [102,0,86] 5 2 [136,116,132] 7 10 [237,144,203]
2 14 [110,0,92] 5 4 [148,111,136] 7 12 [248,136,208]
2 16 [118,0,98] 5 6 [159,105,141] 7 14 [255,128,213]
2 18 [125,0,104] 5 8 [171,98,147] 7 16 [255,117,219]
2 20 [132,0,109] 5 10 [180,91,151] 7 18 [255,104,225]
3 2 [88,65,82] 5 12 [190,82,156] 7 20 [255,88,231]
3 4 [98,59,87] 5 14 [200,72,161] 8 2 [214,195,211]
3 6 [108,53,92] 5 16 [208,60,166] 8 4 [228,189,216]
3 8 [117,44,97] 5 18 [217,42,171] 8 6 [242,183,220]
3 10 [126,32,103] 5 20 [226,2,176] 8 8 [255,176,225]
3 12 [134,12,108] 5 22 [235,0,182] 8 10 [255,169,230]
3 14 [143,0,113] 5 24 [243,0,186] 8 12 [255,161,236]
3 16 [151,0,119] 5 26 [252,0,192] 8 14 [255,151,241]
3 18 [159,0,124] 6 2 [163,142,158] 9 2 [241,222,239]
3 20 [166,0,129] 6 4 [174,137,162] 9 4 [255,216,244]
3 22 [175,0,135] 6 6 [186,131,167] 9 6 [255,209,249]

# 5.0RP

1 2 [43,22,37] 4 2 [114,90,103] 6 8 [203,123,160]
1 4 [50,16,42] 4 4 [126,84,105] 6 10 [214,116,162]
1 6 [57,7,47] 4 6 [138,77,108] 6 12 [226,108,164]
1 8 [63,0,52] 4 8 [149,69,110] 6 14 [238,97,167]
1 10 [70,0,57] 4 10 [158,61,113] 6 16 [249,85,169]
1 12 [76,0,62] 4 12 [169,49,116] 6 18 [255,70,172]
1 14 [82,0,67] 4 14 [178,32,119] 6 20 [255,44,175]
2 2 [64,43,56] 4 16 [187,0,122] 6 22 [255,0,177]
2 4 [73,38,60] 4 18 [197,0,126] 7 2 [190,168,182]
2 6 [81,31,63] 4 20 [207,0,130] 7 4 [204,163,183]
2 8 [91,19,68] 4 22 [215,0,133] 7 6 [219,156,185]
2 10 [99,0,73] 5 2 [138,116,129] 7 8 [232,149,186]
2 12 [107,0,77] 5 4 [151,110,130] 7 10 [244,142,188]
2 14 [115,0,82] 5 6 [164,104,132] 7 12 [255,133,190]
2 16 [124,0,87] 5 8 [177,96,135] 7 14 [255,123,192]
2 18 [131,0,91] 5 10 [188,88,137] 7 16 [255,111,195]
3 2 [89,65,78] 5 12 [199,78,139] 7 18 [255,97,198]
3 4 [101,59,81] 5 14 [209,66,142] 8 2 [215,195,209]
3 6 [112,51,84] 5 16 [219,50,144] 8 4 [231,189,210]
3 8 [122,42,88] 5 18 [229,25,147] 8 6 [247,182,212]
3 10 [131,28,92] 5 20 [239,0,150] 8 8 [255,174,213]
3 12 [140,1,95] 5 22 [248,0,153] 8 10 [255,167,215]
3 14 [149,0,100] 5 24 [255,0,156] 8 12 [255,157,217]
3 16 [158,0,104] 6 2 [164,142,155] 9 2 [243,221,238]
3 18 [166,0,108] 6 4 [177,136,157] 9 4 [255,215,238]
3 20 [174,0,112] 6 6 [191,130,158] 9 6 [255,207,240]

# 7.5RP

1 2 [44,22,36] 4 4 [128,84,100] 6 10 [219,115,151]
1 4 [52,15,40] 4 6 [141,77,100] 6 12 [231,106,151]
1 6 [59,5,43] 4 8 [153,68,101] 6 14 [243,95,152]
1 8 [66,0,47] 4 10 [162,59,102] 6 16 [255,81,153]
1 10 [73,0,52] 4 12 [173,46,103] 6 18 [255,66,153]
1 12 [80,0,56] 4 14 [183,26,104] 6 20 [255,37,155]
2 2 [65,43,54] 4 16 [193,0,106] 7 2 [191,168,180]
2 4 [75,37,56] 4 18 [203,0,108] 7 4 [206,162,179]
2 6 [84,30,59] 4 20 [214,0,110] 7 6 [221,155,178]
2 8 [93,17,62] 5 2 [139,116,127] 7 8 [235,148,178]
2 10 [102,0,66] 5 4 [154,110,126] 7 10 [248,141,177]
2 12 [111,0,69] 5 6 [167,103,126] 7 12 [255,131,177]
2 14 [119,0,73] 5 8 [181,95,126] 7 14 [255,121,177]
2 16 [127,0,77] 5 10 [191,87,126] 7 16 [255,108,178]
3 2 [90,65,76] 5 12 [204,75,126] 8 2 [216,194,208]
3 4 [103,58,77] 5 14 [214,64,127] 8 4 [233,188,206]
3 6 [114,50,78] 5 16 [224,46,128] 8 6 [250,181,205]
3 8 [125,40,79] 5 18 [234,12,129] 8 8 [255,174,204]
3 10 [135,25,81] 5 20 [245,0,131] 8 10 [255,166,204]
3 12 [145,0,83] 5 22 [254,0,132] 8 12 [255,155,203]
3 14 [155,0,85] 6 2 [165,142,153] 9 2 [244,221,236]
3 16 [164,0,88] 6 4 [179,136,152] 9 4 [255,214,234]
3 18 [173,0,91] 6 6 [195,129,152] 9 6 [255,207,232]
4 2 [115,90,101] 6 8 [206,123,151]

# 10.0RP

1 2 [44,21,34] 4 4 [130,83,96] 6 8 [209,122,142]
1 4 [53,14,36] 4 6 [143,76,94] 6 10 [222,114,140]
1 6 [60,4,39] 4 8 [155,68,92] 6 12 [235,105,137]
1 8 [68,0,43] 4 10 [165,58,91] 6 14 [246,94,135]
1 10 [75,0,46] 4 12 [177,43,90] 6 16 [255,79,133]
1 12 [83,0,50] 4 14 [187,20,89] 6 18 [255,62,132]
2 2 [66,43,52] 4 16 [197,0,89] 7 2 [192,168,179]
2 4 [76,37,53] 4 18 [208,0,89] 7 4 [208,162,175]
2 6 [86,29,54] 4 20 [218,0,89] 7 6 [223,155,172]
2 8 [95,15,56] 5 2 [140,116,125] 7 8 [238,148,168]
2 10 [105,0,58] 5 4 [155,109,122] 7 10 [252,140,165]
2 12 [114,0,61] 5 6 [170,103,119] 7 12 [255,130,162]
2 14 [123,0,63] 5 8 [183,95,117] 7 14 [255,120,159]
3 2 [91,65,73] 5 10 [195,86,115] 7 16 [255,107,157]
3 4 [105,58,72] 5 12 [207,74,113] 8 2 [217,194,206]
3 6 [116,50,70] 5 14 [217,62,112] 8 4 [235,188,202]
3 8 [128,39,70] 5 16 [229,42,110] 8 6 [252,181,198]
3 10 [139,22,69] 5 18 [239,0,109] 8 8 [255,173,194]
3 12 [149,0,69] 5 20 [250,0,108] 8 10 [255,165,191]
3 14 [158,0,69] 6 2 [166,141,151] 9 2 [244,221,234]
3 16 [169,0,70] 6 4 [181,136,148] 9 4 [255,214,229]
4 2 [116,90,98] 6 6 [197,129,145] 9 6 [255,206,225]

# N0 
0 0 [0,0,0]

# N1 
0 0 [30,28,30]

# N2 
0 0 [51,49,52]

# N3 
0 0 [74,71,75]

# N4 
0 0 [99,95,101]

# N5 
0 0 [125,121,127]

# N6 
0 0 [151,146,154]

# N7 
0 0 [178,172,181]

# N8 
0 0 [205,198,209]

# N9 
0 0 [232,225,237]

# N10 
0 0 [255,253,255]
